date,ride_count
2021-05-21,24921
2021-05-22,35025
2021-05-23,21597
2021-05-24,19949
2021-05-25,18914
2021-05-26,20490
2021-05-27,11836
2021-05-28,7319
2021-05-29,21812
2021-05-30,26981
2021-05-31,21663
