,date,site,count,name,latitude,longitude,installationdate
0,2012-08-31,100005020,4684.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
2,2012-08-31,100051865,4684.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
3,2012-08-31,100062893,4684.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
4,2012-09-01,100005020,3042.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
6,2012-09-01,100051865,3042.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
7,2012-09-01,100062893,3042.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
8,2012-09-02,100005020,2902.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
10,2012-09-02,100051865,2902.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
11,2012-09-02,100062893,2902.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
12,2012-09-03,100005020,2481.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
14,2012-09-03,100051865,2481.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
15,2012-09-03,100062893,2481.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
16,2012-09-04,100005020,2429.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
18,2012-09-04,100051865,2429.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
19,2012-09-04,100062893,2429.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
20,2012-09-05,100005020,3189.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
22,2012-09-05,100051865,3189.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
23,2012-09-05,100062893,3189.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
24,2012-09-06,100005020,5008.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
26,2012-09-06,100051865,5008.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
27,2012-09-06,100062893,5008.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
28,2012-09-07,100005020,4818.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
30,2012-09-07,100051865,4818.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
31,2012-09-07,100062893,4818.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
32,2012-09-08,100005020,2197.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
34,2012-09-08,100051865,2197.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
35,2012-09-08,100062893,2197.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
36,2012-09-09,100005020,4470.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
38,2012-09-09,100051865,4470.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
39,2012-09-09,100062893,4470.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
40,2012-09-10,100005020,5435.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
42,2012-09-10,100051865,5435.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
43,2012-09-10,100062893,5435.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
44,2012-09-11,100005020,5962.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
46,2012-09-11,100051865,5962.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
47,2012-09-11,100062893,5962.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
48,2012-09-12,100005020,5817.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
50,2012-09-12,100051865,5817.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
51,2012-09-12,100062893,5817.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
52,2012-09-13,100005020,5557.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
54,2012-09-13,100051865,5557.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
55,2012-09-13,100062893,5557.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
56,2012-09-14,100005020,5257.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
58,2012-09-14,100051865,5257.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
59,2012-09-14,100062893,5257.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
60,2012-09-15,100005020,4033.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
62,2012-09-15,100051865,4033.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
63,2012-09-15,100062893,4033.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
64,2012-09-16,100005020,3715.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
66,2012-09-16,100051865,3715.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
67,2012-09-16,100062893,3715.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
68,2012-09-17,100005020,5248.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
70,2012-09-17,100051865,5248.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
71,2012-09-17,100062893,5248.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
72,2012-09-18,100005020,1396.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
74,2012-09-18,100051865,1396.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
75,2012-09-18,100062893,1396.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
76,2012-09-19,100005020,4762.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
78,2012-09-19,100051865,4762.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
79,2012-09-19,100062893,4762.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
80,2012-09-20,100005020,5139.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
82,2012-09-20,100051865,5139.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
83,2012-09-20,100062893,5139.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
84,2012-09-21,100005020,5028.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
86,2012-09-21,100051865,5028.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
87,2012-09-21,100062893,5028.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
88,2012-09-22,100005020,3845.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
90,2012-09-22,100051865,3845.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
91,2012-09-22,100062893,3845.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
92,2012-09-23,100005020,3978.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
94,2012-09-23,100051865,3978.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
95,2012-09-23,100062893,3978.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
96,2012-09-24,100005020,5218.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
98,2012-09-24,100051865,5218.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
99,2012-09-24,100062893,5218.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
100,2012-09-25,100005020,5522.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
102,2012-09-25,100051865,5522.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
103,2012-09-25,100062893,5522.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
104,2012-09-26,100005020,3680.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
106,2012-09-26,100051865,3680.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
107,2012-09-26,100062893,3680.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
108,2012-09-27,100005020,3799.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
110,2012-09-27,100051865,3799.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
111,2012-09-27,100062893,3799.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
112,2012-09-28,100005020,1672.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
114,2012-09-28,100051865,1672.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
115,2012-09-28,100062893,1672.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
116,2012-09-29,100005020,3144.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
118,2012-09-29,100051865,3144.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
119,2012-09-29,100062893,3144.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
120,2012-09-30,100005020,3200.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
122,2012-09-30,100051865,3200.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
123,2012-09-30,100062893,3200.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
124,2012-10-01,100005020,5252.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
126,2012-10-01,100051865,5252.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
127,2012-10-01,100062893,5252.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
128,2012-10-02,100005020,2595.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
130,2012-10-02,100051865,2595.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
131,2012-10-02,100062893,2595.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
132,2012-10-03,100005020,3255.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
134,2012-10-03,100051865,3255.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
135,2012-10-03,100062893,3255.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
136,2012-10-04,100005020,3275.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
138,2012-10-04,100051865,3275.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
139,2012-10-04,100062893,3275.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
140,2012-10-05,100005020,5362.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
142,2012-10-05,100051865,5362.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
143,2012-10-05,100062893,5362.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
144,2012-10-06,100005020,3548.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
146,2012-10-06,100051865,3548.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
147,2012-10-06,100062893,3548.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
148,2012-10-07,100005020,1267.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
150,2012-10-07,100051865,1267.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
151,2012-10-07,100062893,1267.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
152,2012-10-08,100005020,3414.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
154,2012-10-08,100051865,3414.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
155,2012-10-08,100062893,3414.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
156,2012-10-09,100005020,2448.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
158,2012-10-09,100051865,2448.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
159,2012-10-09,100062893,2448.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
160,2012-10-10,100005020,2924.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
162,2012-10-10,100051865,2924.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
163,2012-10-10,100062893,2924.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
164,2012-10-11,100005020,4764.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
166,2012-10-11,100051865,4764.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
167,2012-10-11,100062893,4764.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
168,2012-10-12,100005020,3461.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
170,2012-10-12,100051865,3461.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
171,2012-10-12,100062893,3461.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
172,2012-10-13,100005020,2511.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
174,2012-10-13,100051865,2511.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
175,2012-10-13,100062893,2511.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
176,2012-10-14,100005020,3049.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
178,2012-10-14,100051865,3049.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
179,2012-10-14,100062893,3049.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
180,2012-10-15,100005020,2875.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
182,2012-10-15,100051865,2875.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
183,2012-10-15,100062893,2875.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
184,2012-10-16,100005020,4374.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
186,2012-10-16,100051865,4374.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
187,2012-10-16,100062893,4374.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
188,2012-10-17,100005020,4625.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
190,2012-10-17,100051865,4625.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
191,2012-10-17,100062893,4625.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
192,2012-10-18,100005020,4712.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
194,2012-10-18,100051865,4712.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
195,2012-10-18,100062893,4712.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
196,2012-10-19,100005020,1364.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
198,2012-10-19,100051865,1364.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
199,2012-10-19,100062893,1364.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
200,2012-10-20,100005020,3335.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
202,2012-10-20,100051865,3335.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
203,2012-10-20,100062893,3335.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
204,2012-10-21,100005020,3386.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
206,2012-10-21,100051865,3386.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
207,2012-10-21,100062893,3386.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
208,2012-10-22,100005020,4699.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
210,2012-10-22,100051865,4699.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
211,2012-10-22,100062893,4699.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
212,2012-10-23,100005020,3925.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
214,2012-10-23,100051865,3925.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
215,2012-10-23,100062893,3925.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
216,2012-10-24,100005020,3195.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
218,2012-10-24,100051865,3195.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
219,2012-10-24,100062893,3195.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
220,2012-10-25,100005020,4218.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
222,2012-10-25,100051865,4218.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
223,2012-10-25,100062893,4218.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
224,2012-10-26,100005020,4173.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
226,2012-10-26,100051865,4173.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
227,2012-10-26,100062893,4173.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
228,2012-10-27,100005020,2885.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
230,2012-10-27,100051865,2885.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
231,2012-10-27,100062893,2885.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
232,2012-10-28,100005020,1214.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
234,2012-10-28,100051865,1214.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
235,2012-10-28,100062893,1214.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
236,2012-10-29,100005020,202.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
238,2012-10-29,100051865,202.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
239,2012-10-29,100062893,202.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
240,2012-10-30,100005020,1645.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
242,2012-10-30,100051865,1645.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
243,2012-10-30,100062893,1645.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
244,2012-10-31,100005020,6537.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
246,2012-10-31,100051865,6537.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
247,2012-10-31,100062893,6537.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
248,2012-11-01,100005020,10514.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
250,2012-11-01,100051865,10514.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
251,2012-11-01,100062893,10514.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
252,2012-11-02,100005020,12550.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
254,2012-11-02,100051865,12550.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
255,2012-11-02,100062893,12550.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
256,2012-11-03,100005020,6776.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
258,2012-11-03,100051865,6776.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
259,2012-11-03,100062893,6776.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
260,2012-11-04,100005020,4843.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
262,2012-11-04,100051865,4843.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
263,2012-11-04,100062893,4843.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
264,2012-11-05,100005020,8048.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
266,2012-11-05,100051865,8048.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
267,2012-11-05,100062893,8048.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
268,2012-11-06,100005020,5777.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
270,2012-11-06,100051865,5777.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
271,2012-11-06,100062893,5777.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
272,2012-11-07,100005020,1193.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
274,2012-11-07,100051865,1193.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
275,2012-11-07,100062893,1193.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
276,2012-11-08,100005020,1297.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
278,2012-11-08,100051865,1297.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
279,2012-11-08,100062893,1297.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
280,2012-11-09,100005020,3593.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
282,2012-11-09,100051865,3593.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
283,2012-11-09,100062893,3593.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
284,2012-11-10,100005020,2790.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
286,2012-11-10,100051865,2790.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
287,2012-11-10,100062893,2790.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
288,2012-11-11,100005020,3593.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
290,2012-11-11,100051865,3593.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
291,2012-11-11,100062893,3593.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
292,2012-11-12,100005020,5139.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
294,2012-11-12,100051865,5139.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
295,2012-11-12,100062893,5139.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
296,2012-11-13,100005020,2327.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
298,2012-11-13,100051865,2327.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
299,2012-11-13,100062893,2327.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
300,2012-11-14,100005020,4068.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
302,2012-11-14,100051865,4068.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
303,2012-11-14,100062893,4068.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
304,2012-11-15,100005020,3827.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
306,2012-11-15,100051865,3827.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
307,2012-11-15,100062893,3827.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
308,2012-11-16,100005020,3499.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
310,2012-11-16,100051865,3499.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
311,2012-11-16,100062893,3499.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
312,2012-11-17,100005020,2742.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
314,2012-11-17,100051865,2742.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
315,2012-11-17,100062893,2742.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
316,2012-11-18,100005020,2548.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
318,2012-11-18,100051865,2548.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
319,2012-11-18,100062893,2548.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
320,2012-11-19,100005020,3803.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
