,date,site,count,name,latitude,longitude,installationdate
17143,2017-11-27,100009425,1933.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17144,2017-11-27,100009426,175.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17145,2017-11-27,100009427,4602.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17146,2017-11-27,100009428,3486.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17147,2017-11-27,100009429,4127.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17148,2017-11-27,100010017,362.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17149,2017-11-27,100010018,1483.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17150,2017-11-27,100010019,2031.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17151,2017-11-27,100010020,2315.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17152,2017-11-27,100010022,1894.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17154,2017-11-27,100051865,4127.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17155,2017-11-27,100062893,4127.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17156,2017-11-28,100009424,3253.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17157,2017-11-28,100009425,1946.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17158,2017-11-28,100009426,155.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17159,2017-11-28,100009427,5077.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17160,2017-11-28,100009428,4190.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17161,2017-11-28,100009429,4477.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17162,2017-11-28,100010017,380.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17163,2017-11-28,100010018,1730.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17164,2017-11-28,100010019,2259.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17165,2017-11-28,100010020,2503.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17166,2017-11-28,100010022,1922.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17168,2017-11-28,100051865,4477.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17169,2017-11-28,100062893,4477.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17170,2017-11-29,100009424,3579.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17171,2017-11-29,100009425,2221.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17172,2017-11-29,100009426,195.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17173,2017-11-29,100009427,5713.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17174,2017-11-29,100009428,4731.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17175,2017-11-29,100009429,5032.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17176,2017-11-29,100010017,429.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17177,2017-11-29,100010018,1828.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17178,2017-11-29,100010019,2602.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17179,2017-11-29,100010020,2725.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17180,2017-11-29,100010022,2229.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17182,2017-11-29,100051865,5032.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17183,2017-11-29,100062893,5032.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17184,2017-11-30,100009424,3283.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17185,2017-11-30,100009425,1968.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17186,2017-11-30,100009426,153.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17187,2017-11-30,100009427,4981.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17188,2017-11-30,100009428,4327.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17189,2017-11-30,100009429,4266.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17190,2017-11-30,100010017,392.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17191,2017-11-30,100010018,1678.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17192,2017-11-30,100010019,2272.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17193,2017-11-30,100010020,2439.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17194,2017-11-30,100010022,1819.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17196,2017-11-30,100051865,4266.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17197,2017-11-30,100062893,4266.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17198,2017-12-01,100009424,3234.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17199,2017-12-01,100009425,1965.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17200,2017-12-01,100009426,159.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17201,2017-12-01,100009427,4653.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17202,2017-12-01,100009428,4522.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17203,2017-12-01,100009429,3955.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17204,2017-12-01,100010017,388.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17205,2017-12-01,100010018,1624.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17206,2017-12-01,100010019,2268.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17207,2017-12-01,100010020,2490.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17208,2017-12-01,100010022,1856.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17210,2017-12-01,100051865,3955.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17211,2017-12-01,100062893,3955.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17212,2017-12-02,100009424,2455.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17213,2017-12-02,100009425,2238.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17214,2017-12-02,100009426,159.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17215,2017-12-02,100009427,3193.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17216,2017-12-02,100009428,3367.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17217,2017-12-02,100009429,2486.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17218,2017-12-02,100010017,251.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17219,2017-12-02,100010018,1361.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17220,2017-12-02,100010019,2308.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17221,2017-12-02,100010020,1696.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17222,2017-12-02,100010022,1167.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17224,2017-12-02,100051865,2486.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17225,2017-12-02,100062893,2486.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17226,2017-12-03,100009424,2396.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17227,2017-12-03,100009425,1715.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17228,2017-12-03,100009426,117.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17229,2017-12-03,100009427,2796.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17230,2017-12-03,100009428,2700.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17231,2017-12-03,100009429,2229.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17232,2017-12-03,100010017,261.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17233,2017-12-03,100010018,1072.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17234,2017-12-03,100010019,1926.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17235,2017-12-03,100010020,1590.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17236,2017-12-03,100010022,906.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17238,2017-12-03,100051865,2229.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17239,2017-12-03,100062893,2229.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17240,2017-12-04,100009424,3075.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17241,2017-12-04,100009425,1968.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17242,2017-12-04,100009426,157.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17243,2017-12-04,100009427,4782.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17244,2017-12-04,100009428,4644.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17245,2017-12-04,100009429,4430.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17246,2017-12-04,100010017,368.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17247,2017-12-04,100010018,1868.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17248,2017-12-04,100010019,2196.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17249,2017-12-04,100010020,2293.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17250,2017-12-04,100010022,2018.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17252,2017-12-04,100051865,4430.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17253,2017-12-04,100062893,4430.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17254,2017-12-05,100009424,2574.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17255,2017-12-05,100009425,1568.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17256,2017-12-05,100009426,115.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17257,2017-12-05,100009427,3363.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17258,2017-12-05,100009428,3242.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17259,2017-12-05,100009429,2728.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17260,2017-12-05,100010017,285.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17261,2017-12-05,100010018,1150.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17262,2017-12-05,100010019,1605.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17263,2017-12-05,100010020,1762.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17264,2017-12-05,100010022,1213.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17266,2017-12-05,100051865,2728.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17267,2017-12-05,100062893,2728.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17268,2017-12-06,100009424,3156.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17269,2017-12-06,100009425,1733.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17270,2017-12-06,100009426,145.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17271,2017-12-06,100009427,4234.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17272,2017-12-06,100009428,4067.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17273,2017-12-06,100009429,3775.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17274,2017-12-06,100010017,354.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17275,2017-12-06,100010018,1451.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17276,2017-12-06,100010019,1971.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17277,2017-12-06,100010020,2302.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17278,2017-12-06,100010022,1838.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17280,2017-12-06,100051865,3775.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17281,2017-12-06,100062893,3775.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17282,2017-12-07,100009424,3072.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17283,2017-12-07,100009425,1817.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17284,2017-12-07,100009426,131.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17285,2017-12-07,100009427,4273.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17286,2017-12-07,100009428,4137.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17287,2017-12-07,100009429,3694.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17288,2017-12-07,100010017,353.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17289,2017-12-07,100010018,1521.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17290,2017-12-07,100010019,1917.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17291,2017-12-07,100010020,2144.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17292,2017-12-07,100010022,1748.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17294,2017-12-07,100051865,3694.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17295,2017-12-07,100062893,3694.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17296,2017-12-08,100009424,2781.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17297,2017-12-08,100009425,1636.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17298,2017-12-08,100009426,117.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17299,2017-12-08,100009427,3685.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17300,2017-12-08,100009428,3582.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17301,2017-12-08,100009429,2938.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17302,2017-12-08,100010017,323.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17303,2017-12-08,100010018,1214.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17304,2017-12-08,100010019,1729.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17305,2017-12-08,100010020,2010.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17306,2017-12-08,100010022,1368.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17308,2017-12-08,100051865,2938.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17309,2017-12-08,100062893,2938.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17310,2017-12-09,100009424,1565.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17311,2017-12-09,100009425,864.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17312,2017-12-09,100009426,39.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17313,2017-12-09,100009427,1003.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17314,2017-12-09,100009428,1160.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17315,2017-12-09,100009429,640.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17316,2017-12-09,100010017,140.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17317,2017-12-09,100010018,380.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17318,2017-12-09,100010019,633.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17319,2017-12-09,100010020,824.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17320,2017-12-09,100010022,196.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17322,2017-12-09,100051865,640.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17323,2017-12-09,100062893,640.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17324,2017-12-10,100009424,1885.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17325,2017-12-10,100009425,1145.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17326,2017-12-10,100009426,63.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17327,2017-12-10,100009427,1333.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17328,2017-12-10,100009428,1290.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17329,2017-12-10,100009429,918.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17330,2017-12-10,100010017,156.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17331,2017-12-10,100010018,684.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17332,2017-12-10,100010019,1005.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17333,2017-12-10,100010020,1040.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17334,2017-12-10,100010022,388.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17336,2017-12-10,100051865,918.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17337,2017-12-10,100062893,918.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17338,2017-12-11,100009424,2745.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17339,2017-12-11,100009425,1564.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17340,2017-12-11,100009426,139.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17341,2017-12-11,100009427,3733.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17342,2017-12-11,100009428,3640.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17343,2017-12-11,100009429,3351.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17344,2017-12-11,100010017,288.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17345,2017-12-11,100010018,1215.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17346,2017-12-11,100010019,1553.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17347,2017-12-11,100010020,2103.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17348,2017-12-11,100010022,1439.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17350,2017-12-11,100051865,3351.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17351,2017-12-11,100062893,3351.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17352,2017-12-12,100009424,2803.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17353,2017-12-12,100009425,1582.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17354,2017-12-12,100009426,114.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17355,2017-12-12,100009427,3661.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17356,2017-12-12,100009428,3380.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17357,2017-12-12,100009429,3125.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17358,2017-12-12,100010017,285.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17359,2017-12-12,100010018,1285.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17360,2017-12-12,100010019,1674.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17361,2017-12-12,100010020,1940.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17362,2017-12-12,100010022,1351.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17364,2017-12-12,100051865,3125.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17365,2017-12-12,100062893,3125.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17366,2017-12-13,100009424,2323.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17367,2017-12-13,100009425,1243.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17368,2017-12-13,100009426,74.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17369,2017-12-13,100009427,2593.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17370,2017-12-13,100009428,2490.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17371,2017-12-13,100009429,2045.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17372,2017-12-13,100010017,244.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17373,2017-12-13,100010018,930.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17374,2017-12-13,100010019,1170.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17375,2017-12-13,100010020,1680.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17376,2017-12-13,100010022,902.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17378,2017-12-13,100051865,2045.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17379,2017-12-13,100062893,2045.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17380,2017-12-14,100009424,1929.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17381,2017-12-14,100009425,939.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17382,2017-12-14,100009426,89.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17383,2017-12-14,100009427,1853.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17384,2017-12-14,100009428,1830.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17385,2017-12-14,100009429,1392.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17386,2017-12-14,100010017,199.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17387,2017-12-14,100010018,657.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17388,2017-12-14,100010019,891.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17389,2017-12-14,100010020,1250.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17390,2017-12-14,100010022,530.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17392,2017-12-14,100051865,1392.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17393,2017-12-14,100062893,1392.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17394,2017-12-15,100009424,1819.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17395,2017-12-15,100009425,897.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17396,2017-12-15,100009426,79.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17397,2017-12-15,100009427,1724.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17398,2017-12-15,100009428,1720.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17399,2017-12-15,100009429,1262.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17400,2017-12-15,100010017,214.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17401,2017-12-15,100010018,643.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17402,2017-12-15,100010019,903.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17403,2017-12-15,100010020,1203.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
17404,2017-12-15,100010022,580.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
17406,2017-12-15,100051865,1262.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
17407,2017-12-15,100062893,1262.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
17408,2017-12-16,100009424,1659.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
17409,2017-12-16,100009425,769.0,Prospect Park West,40.671288458102666,-73.97138165085187,2016-11-07
17410,2017-12-16,100009426,74.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
17411,2017-12-16,100009427,1168.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
17412,2017-12-16,100009428,1217.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
17413,2017-12-16,100009429,863.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
17414,2017-12-16,100010017,180.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
17415,2017-12-16,100010018,498.0,Pulaski Bridge,40.742563,-73.9514924,2017-06-24
17416,2017-12-16,100010019,753.0,Kent Ave btw North 8th St and North 9th St,40.720959193834354,-73.9609303061573,2016-11-22
17417,2017-12-16,100010020,994.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
