date,ride_count
2021-03-19,43779
2021-03-20,65050
2021-03-21,68873
2021-03-22,56194
2021-03-23,61564
2021-03-24,32777
2021-03-25,64657
2021-03-26,71615
2021-03-27,84712
2021-03-28,25256
2021-03-29,52598
2021-03-30,65613
2021-03-31,45382
2021-04-01,45527
2021-04-02,42831
2021-04-03,61218
2021-04-04,63335
2021-04-05,68141
2021-04-06,76225
2021-04-07,77680
2021-04-08,81552
2021-04-09,68187
2021-04-10,87596
2021-04-11,20135
2021-04-12,33647
2021-04-13,78682
2021-04-14,80113
2021-04-15,33032
2021-04-16,59414
2021-04-17,77508
2021-04-18,80652
2021-04-19,73000
2021-04-20,96136
2021-04-21,61764
2021-04-22,57101
2021-04-23,82793
2021-04-24,104081
2021-04-25,58487
2021-04-26,71658
2021-04-27,79576
2021-04-28,96329
2021-04-29,70576
2021-04-30,80693
2021-05-01,92840
2021-05-02,93982
2021-05-03,60831
2021-05-04,87014
2021-05-05,49749
2021-05-06,93267
2021-05-07,91204
2021-05-08,59759
2021-05-09,53317
2021-05-10,71172
2021-05-11,89079
2021-05-12,94864
2021-05-13,100737
2021-05-14,107380
2021-05-15,118947
2021-05-16,97138
2021-05-17,95272
2021-05-18,105861
2021-05-19,109860
2021-05-20,108242
2021-05-21,112908
2021-05-22,116548
2021-05-23,107595
2021-05-24,89255
2021-05-25,107021
2021-05-26,97890
2021-05-27,112627
2021-05-28,62800
2021-05-29,30059
2021-05-30,17684
2021-05-31,89263
